method_name,FM_1,FM_2,FM_3,FM_4,FM_5,FM_6,FM_7,FM_8,FM_9,FM_10,FM_11,FM_12,FM_13,FM_14,FM_15,FM_16,FM_17,FM_18,FM_19,FM_20,FM_21,FM_22,FM_23,FM_24,FM_25,FM_26,FM_27,FM_28,FM_29,FM_30,FM_31,FM_32,FM_33,FM_34,FM_35,FM_36,FM_37,FM_38,FM_39,FM_40,FM_41,FM_42,FM_43,FM_44,FM_45,FM_46,FM_47,FM_48,FM_49,FM_50,FM_51,FM_52,FM_53,FM_54,FM_55,FM_56,FM_57,FM_58,FM_59,FM_60,FM_61,FM_62,FM_63,FM_64,FM_65,FM_66,FM_67,FM_68,FM_69,FM_70,FM_71,FM_72,FM_73,FM_74,FM_75,FM_76,FM_77,FM_78,FM_79,FM_80,FM_81,FM_82,FM_83,FM_84,FM_85,FM_86,FM_87,FM_88,FM_89,FM_90,FM_91,FM_92,FM_93,FM_94,FM_95,FM_96,FM_97,FM_98,FM_99,FM_100
distInf,0.9728080082902587,0.9973701134334894,0.9904994142404965,0.9993025117583321,0.9921643135757161,0.9860178344766396,0.9745685724399725,0.9978725057752946,0.998520408799522,0.9410056591592865,0.957901147346295,0.979508152950897,0.9924853911076519,0.9924853911076519,0.9986481719638614,0.9918842808188442,0.9188244236328525,0.9983075395463795,0.9855666386919028,0.9643709295612131,0.9907160119083639,0.9855666386919028,0.9810584627916852,0.983891148604614,0.9693872654708271,1.0,1.0,0.9982630858929438,0.9927376805591244,0.9979187601896079,0.9979187601896079,0.9979187601896079,0.9979187601896079,0.9991728290647697,0.9988920395940795,0.9988920395940795,0.9991728290647697,0.9727877268328126,0.9855945425510895,0.9844006613033527,0.999718600390068,0.9959556529715458,0.993333658910627,0.994316463385969,0.9195068833434914,0.9985490333130882,0.9952970563435403,0.9981491453132312,0.973383984360709,0.9979277641090578,0.984421985271816,0.973383984360709,0.9941947083993652,0.9546944674682363,0.9205961947273835,0.9980569431460057,0.9921643135757161,0.9970124631163925,0.9642997623065073,0.9742257262269913,0.9971690844497708,0.9999980209880835,0.99670542969916,0.9991552570787844,0.9990543361590444,0.9996833050542892,0.99670542969916,0.9874803191091344,0.9956518669978699,0.9817216179322439,0.9571591888648909,0.9756158447656574,0.9927457306635219,0.9915548327030214,0.9961179589253033,0.8915287250845474,0.97220724303756,0.9629639700974406,0.9902102200125725,0.9755434224447808,0.9977511994618375,0.9972242980477883,0.9783701686163057,0.9739225709467281,0.9836635441733869,0.9701368061153365,0.9516126325095287,0.9844990999922896,0.9789247184419778,0.9863283264661838,0.9789247184419778,0.9989009421095897,0.983891148604614,0.9682336978565423,0.9824464626920063,0.9556703914797341,0.9973297118465585,0.9923943154843247,0.99649845479432,0.9918158192565003
dot_product,0.9830606574307622,0.9986496916841904,0.9968420166478552,0.9979414048858063,0.9960201440980748,0.9745876990882321,0.9598982585923831,0.9969065703562631,0.9989668910184638,0.9195720610463937,0.9394789591542985,0.9661167033015816,0.9953630487817628,0.9953630487817628,0.9952586599194615,0.9829062866145201,0.8942375090753925,0.9945187867001586,0.9918758442744923,0.947334128693496,0.9968832478407381,0.9918758442744923,0.9682179454085319,0.9722421522987307,0.9805245233350445,0.9982630858929437,0.9982630858929437,1.0,0.9842794943290013,0.9932652341243916,0.9932652341243916,0.9932652341243916,0.9932652341243916,0.9966537470098134,0.9958527959353565,0.9958527959353565,0.9966537470098134,0.9575841971732231,0.9741197365368903,0.9725527294941547,0.9967069759915785,0.9899522715055221,0.9976206758738188,0.9869660349335021,0.8949310972326872,0.998973672841458,0.988001772713925,0.9979729752589966,0.9835515144187347,0.9929872782058068,0.9729154732800858,0.9835515144187347,0.9976446197953411,0.9691974752259691,0.8962321800662478,0.9999678567344142,0.9960201440980748,0.9930273869632034,0.9471796671784449,0.9593897818194155,0.9910410101469767,0.9983297574568217,0.9958073266664027,0.9967661252443373,0.9947990650440445,0.9991508796627029,0.9958073266664027,0.9765296445854497,0.9993238776031191,0.9689582071737675,0.9387111836326048,0.9852820370852282,0.9969383796176793,0.9828982097101927,0.9984966048540452,0.8634708387376714,0.9568198626899223,0.9454840563493397,0.9804034001612519,0.9614336490140822,0.9976099877385437,0.9934870392622441,0.9879048925057706,0.9843715913978973,0.9714439780174743,0.9543236131012525,0.9642059699425934,0.9726942964306465,0.9880045739853449,0.9926440433818821,0.9880045739853449,0.9974954240651857,0.9722421522987307,0.9521203262524626,0.9698922468231245,0.9367235897532901,0.9915433798834256,0.9844998221078625,0.9917175700257754,0.9826957837835708
durbinWatson,0.9458320441402148,0.9849468779007753,0.9678788201997641,0.9920582015500018,0.9766753865387583,0.9982016804180678,0.9938791522571115,0.9912380349782386,0.9871576285707432,0.9735498972410783,0.9840451535654229,0.9958755055069953,0.9794098287938047,0.9794098287938047,0.9950180231918329,0.9994115668701052,0.9578978533082789,0.9953664389377058,0.9658347586355744,0.9869609235882328,0.9686958205244278,0.9658347586355744,0.9956481437923591,0.997913272425109,0.940949542071278,0.9927376805591245,0.9927376805591245,0.9842794943290012,1.0,0.9975552963310614,0.9975552963310614,0.9975552963310614,0.9975552963310614,0.9931532190607117,0.9939772721974062,0.9939772721974062,0.9931532190607117,0.9929412780492287,0.9977434957715389,0.9967364998714279,0.9946509815572959,0.9977188225478778,0.9762478172331251,0.9975578977884815,0.9584132917432487,0.9872276284791063,0.998447476563858,0.9893892396791398,0.946537678885021,0.9974913077357166,0.9983190561709201,0.946537678885021,0.9788496779660997,0.9198395151515328,0.9591010495538678,0.9838505069425807,0.9766753865387583,0.9963685055884534,0.9883208905558888,0.9937192046264449,0.9983438259369626,0.9926447228099744,0.990584843337244,0.9945134359350979,0.9969028310743829,0.9905328147958132,0.990584843337244,0.9984331382229638,0.978155548985053,0.9968776709249791,0.9840252539965166,0.9496578371237198,0.9760865502659263,0.9987286254237666,0.9819616183556732,0.9375923400948784,0.992189900832219,0.9871913274892187,0.9991319465123704,0.9924999971819555,0.9868170633177616,0.9960163315328109,0.9514153065775429,0.9459689559362574,0.997327152858408,0.991547279798006,0.9232300793898486,0.9982134384809358,0.953866233403976,0.9663221564333958,0.953866233403976,0.9906724498481321,0.997913272425109,0.9890827838655313,0.9972529723585966,0.9829254750605371,0.9986174060124919,0.9967814032126249,0.9945020225500908,0.9995257855881221
ebeAdd,0.9629698580345044,0.9940217871546866,0.9818268079819664,0.997886703116867,0.9873734683069941,0.9922717120780533,0.984517086880718,0.997547290163841,0.9952311292966832,0.9558262762542016,0.9696513434513252,0.9879640783857602,0.9887720344377774,0.9887720344377774,0.9990415851530039,0.9968422295161954,0.9360305195769923,0.9991836690728634,0.9788773123807987,0.9758734748746852,0.9822257122987377,0.9788773123807987,0.9890300791943248,0.9924286560793619,0.958996271855852,0.9979187601896079,0.9979187601896079,0.9932652341243915,0.9975552963310614,1.0,1.0,1.0,1.0,0.9979545724516075,0.9982278040915598,0.9982278040915598,0.9979545724516075,0.9825557900469961,0.9926688142959309,0.9908475328248004,0.9984863119772077,0.9990663333512134,0.9877522631694445,0.9975517681477664,0.9368158672333162,0.9952863021615823,0.9974606195932101,0.9957499148332609,0.963603356981988,0.9993457065134708,0.9920631250488681,0.963603356981988,0.9892139686181954,0.9416618503954535,0.9375368358013814,0.9929230339613215,0.9873734683069941,0.9983868299524928,0.9758498511896099,0.9840639604647636,0.9985977558514058,0.9978902677457903,0.9960331505835631,0.9989013129378719,0.9992329784082105,0.9969669381909317,0.9960331505835631,0.9935030583424292,0.989281380423992,0.9893653054329676,0.9695280485351017,0.96626240439381,0.9875134841584742,0.9972973526830686,0.9923245631196018,0.9118926857391402,0.9821285793448107,0.9748042370370089,0.9950176530065095,0.9852286050287165,0.994656814899949,0.9983556952501542,0.9682133043800354,0.9635827151725428,0.9903245218004719,0.9806453529234707,0.9421430839660264,0.9917915038242627,0.9699579583925793,0.9794303276433451,0.9699579583925793,0.9968300563597698,0.9924286560793619,0.9792469883913958,0.9902483569951127,0.9684629156522548,0.9995140302113941,0.9960073212412567,0.9971811012847852,0.9966471252401835
ebeDivide,0.9629698580345044,0.9940217871546866,0.9818268079819664,0.997886703116867,0.9873734683069941,0.9922717120780533,0.984517086880718,0.997547290163841,0.9952311292966832,0.9558262762542016,0.9696513434513252,0.9879640783857602,0.9887720344377774,0.9887720344377774,0.9990415851530039,0.9968422295161954,0.9360305195769923,0.9991836690728634,0.9788773123807987,0.9758734748746852,0.9822257122987377,0.9788773123807987,0.9890300791943248,0.9924286560793619,0.958996271855852,0.9979187601896079,0.9979187601896079,0.9932652341243915,0.9975552963310614,1.0,1.0,1.0,1.0,0.9979545724516075,0.9982278040915598,0.9982278040915598,0.9979545724516075,0.9825557900469961,0.9926688142959309,0.9908475328248004,0.9984863119772077,0.9990663333512134,0.9877522631694445,0.9975517681477664,0.9368158672333162,0.9952863021615823,0.9974606195932101,0.9957499148332609,0.963603356981988,0.9993457065134708,0.9920631250488681,0.963603356981988,0.9892139686181954,0.9416618503954535,0.9375368358013814,0.9929230339613215,0.9873734683069941,0.9983868299524928,0.9758498511896099,0.9840639604647636,0.9985977558514058,0.9978902677457903,0.9960331505835631,0.9989013129378719,0.9992329784082105,0.9969669381909317,0.9960331505835631,0.9935030583424292,0.989281380423992,0.9893653054329676,0.9695280485351017,0.96626240439381,0.9875134841584742,0.9972973526830686,0.9923245631196018,0.9118926857391402,0.9821285793448107,0.9748042370370089,0.9950176530065095,0.9852286050287165,0.994656814899949,0.9983556952501542,0.9682133043800354,0.9635827151725428,0.9903245218004719,0.9806453529234707,0.9421430839660264,0.9917915038242627,0.9699579583925793,0.9794303276433451,0.9699579583925793,0.9968300563597698,0.9924286560793619,0.9792469883913958,0.9902483569951127,0.9684629156522548,0.9995140302113941,0.9960073212412567,0.9971811012847852,0.9966471252401835
ebeMultiply,0.9629698580345044,0.9940217871546866,0.9818268079819664,0.997886703116867,0.9873734683069941,0.9922717120780533,0.984517086880718,0.997547290163841,0.9952311292966832,0.9558262762542016,0.9696513434513252,0.9879640783857602,0.9887720344377774,0.9887720344377774,0.9990415851530039,0.9968422295161954,0.9360305195769923,0.9991836690728634,0.9788773123807987,0.9758734748746852,0.9822257122987377,0.9788773123807987,0.9890300791943248,0.9924286560793619,0.958996271855852,0.9979187601896079,0.9979187601896079,0.9932652341243915,0.9975552963310614,1.0,1.0,1.0,1.0,0.9979545724516075,0.9982278040915598,0.9982278040915598,0.9979545724516075,0.9825557900469961,0.9926688142959309,0.9908475328248004,0.9984863119772077,0.9990663333512134,0.9877522631694445,0.9975517681477664,0.9368158672333162,0.9952863021615823,0.9974606195932101,0.9957499148332609,0.963603356981988,0.9993457065134708,0.9920631250488681,0.963603356981988,0.9892139686181954,0.9416618503954535,0.9375368358013814,0.9929230339613215,0.9873734683069941,0.9983868299524928,0.9758498511896099,0.9840639604647636,0.9985977558514058,0.9978902677457903,0.9960331505835631,0.9989013129378719,0.9992329784082105,0.9969669381909317,0.9960331505835631,0.9935030583424292,0.989281380423992,0.9893653054329676,0.9695280485351017,0.96626240439381,0.9875134841584742,0.9972973526830686,0.9923245631196018,0.9118926857391402,0.9821285793448107,0.9748042370370089,0.9950176530065095,0.9852286050287165,0.994656814899949,0.9983556952501542,0.9682133043800354,0.9635827151725428,0.9903245218004719,0.9806453529234707,0.9421430839660264,0.9917915038242627,0.9699579583925793,0.9794303276433451,0.9699579583925793,0.9968300563597698,0.9924286560793619,0.9792469883913958,0.9902483569951127,0.9684629156522548,0.9995140302113941,0.9960073212412567,0.9971811012847852,0.9966471252401835
ebeSubtract,0.9629698580345044,0.9940217871546866,0.9818268079819664,0.997886703116867,0.9873734683069941,0.9922717120780533,0.984517086880718,0.997547290163841,0.9952311292966832,0.9558262762542016,0.9696513434513252,0.9879640783857602,0.9887720344377774,0.9887720344377774,0.9990415851530039,0.9968422295161954,0.9360305195769923,0.9991836690728634,0.9788773123807987,0.9758734748746852,0.9822257122987377,0.9788773123807987,0.9890300791943248,0.9924286560793619,0.958996271855852,0.9979187601896079,0.9979187601896079,0.9932652341243915,0.9975552963310614,1.0,1.0,1.0,1.0,0.9979545724516075,0.9982278040915598,0.9982278040915598,0.9979545724516075,0.9825557900469961,0.9926688142959309,0.9908475328248004,0.9984863119772077,0.9990663333512134,0.9877522631694445,0.9975517681477664,0.9368158672333162,0.9952863021615823,0.9974606195932101,0.9957499148332609,0.963603356981988,0.9993457065134708,0.9920631250488681,0.963603356981988,0.9892139686181954,0.9416618503954535,0.9375368358013814,0.9929230339613215,0.9873734683069941,0.9983868299524928,0.9758498511896099,0.9840639604647636,0.9985977558514058,0.9978902677457903,0.9960331505835631,0.9989013129378719,0.9992329784082105,0.9969669381909317,0.9960331505835631,0.9935030583424292,0.989281380423992,0.9893653054329676,0.9695280485351017,0.96626240439381,0.9875134841584742,0.9972973526830686,0.9923245631196018,0.9118926857391402,0.9821285793448107,0.9748042370370089,0.9950176530065095,0.9852286050287165,0.994656814899949,0.9983556952501542,0.9682133043800354,0.9635827151725428,0.9903245218004719,0.9806453529234707,0.9421430839660264,0.9917915038242627,0.9699579583925793,0.9794303276433451,0.9699579583925793,0.9968300563597698,0.9924286560793619,0.9792469883913958,0.9902483569951127,0.9684629156522548,0.9995140302113941,0.9960073212412567,0.9971811012847852,0.9966471252401835
elemtWise_equal,0.9664271105351016,0.9974331263032866,0.9875723407618654,0.9982349996666361,0.988156362527872,0.9866488777177062,0.9769733395459385,0.9966827156823819,0.9986312951725245,0.9438950855485507,0.9600381033295534,0.9817664491762912,0.9888514087425605,0.9888514087425605,0.9996213905012835,0.9934378207851529,0.9220107828254024,0.9992724419876478,0.9803935887294877,0.9686238361834455,0.98728382280609,0.9803935887294877,0.9842443735043864,0.9858813247641476,0.9631020426461038,0.9991728290647697,0.9991728290647697,0.9966537470098134,0.9931532190607117,0.9979545724516075,0.9979545724516075,0.9979545724516075,0.9979545724516075,1.0,0.9999421204037077,0.9999421204037077,1.0,0.9743694590131653,0.9879111308092695,0.9870852097591756,0.999273124614944,0.9973916710771079,0.9904859154345607,0.9962115410593876,0.9228468329317357,0.9986490923318696,0.9962455099101383,0.9955101872247418,0.9670708556073546,0.998757299927998,0.9848912411822391,0.9670708556073546,0.9908038546162153,0.9475096214034192,0.9237883980164171,0.996141344346252,0.988156362527872,0.9954281628547209,0.966988294788208,0.9764556011163128,0.997323263179318,0.9991501971959009,0.9945099379381076,0.9979409701187635,0.9987236741615345,0.9983720008158867,0.9945099379381076,0.9892039845192503,0.9936555109918237,0.982877128600745,0.9590848658441212,0.9697424458487242,0.9894700921335134,0.9933682554842981,0.9946125745619286,0.8957122781260399,0.9746331985562101,0.9661809715570082,0.9906562640058554,0.97956707847396,0.9988228422717249,0.9955419823428192,0.9728254808859401,0.96794465534508,0.9848964778493303,0.9726309733595483,0.9439031434552491,0.9855912924848848,0.9739854962138838,0.9813437031833475,0.9739854962138838,0.9996966143410522,0.9858813247641476,0.9723740825224311,0.9840891419487527,0.9583990283745768,0.997803336345235,0.995361027354939,0.9987811217788121,0.9927959083222441
elemtWise_max,0.9644601551572362,0.9969165538854096,0.9860455481994672,0.9980104677379084,0.9871450064274698,0.9878269316469366,0.978807326444445,0.9965065818672068,0.9981692353142152,0.9466298469380734,0.962283520905476,0.983425598452342,0.988093663918439,0.988093663918439,0.9997744510339662,0.994415551731089,0.9252350303738814,0.9994932666158127,0.9790249991984682,0.9708115123354851,0.9857943126087281,0.9790249991984682,0.985810646055529,0.9872582738299289,0.960995478287568,0.9988920395940796,0.9988920395940796,0.9958527959353565,0.9939772721974062,0.9982278040915599,0.9982278040915599,0.9982278040915599,0.9982278040915599,0.9999421204037078,1.0,1.0,0.9999421204037078,0.9761654197061925,0.9892487185071887,0.9884526952289173,0.9991568072909648,0.9979981953364059,0.9894476829750359,0.9968394778615316,0.926065200702416,0.9981870715683736,0.9968214096795193,0.995029497880824,0.965117222219496,0.999113110833158,0.9861909716027198,0.965117222219496,0.9898393538957633,0.9450076579506649,0.9269778381180287,0.9952945375595277,0.9871450064274698,0.9956453520105357,0.9691829225649925,0.9782954935191638,0.9976764995950914,0.9988654231574949,0.9943064856707384,0.9978511347069168,0.9988406327112529,0.9979310935012325,0.9943064856707384,0.9903927213232793,0.9926469772790014,0.9843639342677657,0.9614294909692803,0.9678497888136195,0.9884396249414172,0.9942994380482371,0.9938553961725919,0.8994492786707603,0.9765623796526097,0.9684344017038498,0.9916382393024972,0.9813594759872546,0.9985046173736808,0.9957217566811919,0.9708795428202152,0.9659280145792051,0.9862073040105971,0.9746349359402346,0.9418457606550492,0.9869371852323492,0.9722666532117263,0.9799599616534544,0.9722666532117263,0.999534027562984,0.9872582738299289,0.9744342979324943,0.9855739968784997,0.9607666117734768,0.9982369415112198,0.9962449177508053,0.9991654322276965,0.9937478588443887
elemtWise_min,0.9644601551572362,0.9969165538854096,0.9860455481994672,0.9980104677379084,0.9871450064274698,0.9878269316469366,0.978807326444445,0.9965065818672068,0.9981692353142152,0.9466298469380734,0.962283520905476,0.983425598452342,0.988093663918439,0.988093663918439,0.9997744510339662,0.994415551731089,0.9252350303738814,0.9994932666158127,0.9790249991984682,0.9708115123354851,0.9857943126087281,0.9790249991984682,0.985810646055529,0.9872582738299289,0.960995478287568,0.9988920395940796,0.9988920395940796,0.9958527959353565,0.9939772721974062,0.9982278040915599,0.9982278040915599,0.9982278040915599,0.9982278040915599,0.9999421204037078,1.0,1.0,0.9999421204037078,0.9761654197061925,0.9892487185071887,0.9884526952289173,0.9991568072909648,0.9979981953364059,0.9894476829750359,0.9968394778615316,0.926065200702416,0.9981870715683736,0.9968214096795193,0.995029497880824,0.965117222219496,0.999113110833158,0.9861909716027198,0.965117222219496,0.9898393538957633,0.9450076579506649,0.9269778381180287,0.9952945375595277,0.9871450064274698,0.9956453520105357,0.9691829225649925,0.9782954935191638,0.9976764995950914,0.9988654231574949,0.9943064856707384,0.9978511347069168,0.9988406327112529,0.9979310935012325,0.9943064856707384,0.9903927213232793,0.9926469772790014,0.9843639342677657,0.9614294909692803,0.9678497888136195,0.9884396249414172,0.9942994380482371,0.9938553961725919,0.8994492786707603,0.9765623796526097,0.9684344017038498,0.9916382393024972,0.9813594759872546,0.9985046173736808,0.9957217566811919,0.9708795428202152,0.9659280145792051,0.9862073040105971,0.9746349359402346,0.9418457606550492,0.9869371852323492,0.9722666532117263,0.9799599616534544,0.9722666532117263,0.999534027562984,0.9872582738299289,0.9744342979324943,0.9855739968784997,0.9607666117734768,0.9982369415112198,0.9962449177508053,0.9991654322276965,0.9937478588443887
elemtWise_not_eq,0.9664271105351016,0.9974331263032866,0.9875723407618654,0.9982349996666361,0.988156362527872,0.9866488777177062,0.9769733395459385,0.9966827156823819,0.9986312951725245,0.9438950855485507,0.9600381033295534,0.9817664491762912,0.9888514087425605,0.9888514087425605,0.9996213905012835,0.9934378207851529,0.9220107828254024,0.9992724419876478,0.9803935887294877,0.9686238361834455,0.98728382280609,0.9803935887294877,0.9842443735043864,0.9858813247641476,0.9631020426461038,0.9991728290647697,0.9991728290647697,0.9966537470098134,0.9931532190607117,0.9979545724516075,0.9979545724516075,0.9979545724516075,0.9979545724516075,1.0,0.9999421204037077,0.9999421204037077,1.0,0.9743694590131653,0.9879111308092695,0.9870852097591756,0.999273124614944,0.9973916710771079,0.9904859154345607,0.9962115410593876,0.9228468329317357,0.9986490923318696,0.9962455099101383,0.9955101872247418,0.9670708556073546,0.998757299927998,0.9848912411822391,0.9670708556073546,0.9908038546162153,0.9475096214034192,0.9237883980164171,0.996141344346252,0.988156362527872,0.9954281628547209,0.966988294788208,0.9764556011163128,0.997323263179318,0.9991501971959009,0.9945099379381076,0.9979409701187635,0.9987236741615345,0.9983720008158867,0.9945099379381076,0.9892039845192503,0.9936555109918237,0.982877128600745,0.9590848658441212,0.9697424458487242,0.9894700921335134,0.9933682554842981,0.9946125745619286,0.8957122781260399,0.9746331985562101,0.9661809715570082,0.9906562640058554,0.97956707847396,0.9988228422717249,0.9955419823428192,0.9728254808859401,0.96794465534508,0.9848964778493303,0.9726309733595483,0.9439031434552491,0.9855912924848848,0.9739854962138838,0.9813437031833475,0.9739854962138838,0.9996966143410522,0.9858813247641476,0.9723740825224311,0.9840891419487527,0.9583990283745768,0.997803336345235,0.995361027354939,0.9987811217788121,0.9927959083222441
entropy,0.9027885086616307,0.9583288583913343,0.9323014638333615,0.9710214814995561,0.9455752140908603,0.9976683926211345,0.9993420951535186,0.9688672575033315,0.9624224881852065,0.9937105502502025,0.9981526966645609,0.9989164798823631,0.9502191997885149,0.9502191997885149,0.9775927181137759,0.9933257395515562,0.9850644314623945,0.9786221318570597,0.9302027754657604,0.9971486984281889,0.9336002511193652,0.9302027754657604,0.9973105029391997,0.9966779235665968,0.8960554309472211,0.9727877268328124,0.9727877268328124,0.9575841971732231,0.9929412780492287,0.982555790046996,0.982555790046996,0.982555790046996,0.982555790046996,0.9743694590131653,0.9761654197061925,0.9761654197061925,0.9743694590131653,1.0,0.9966026073036555,0.9967779685562653,0.977264303919014,0.985267486402924,0.9441985606958736,0.988101258178816,0.9854087760430562,0.9625280206845133,0.9896139101898517,0.9663345114476606,0.9036368374057512,0.9833559206546779,0.9974787842204879,0.9036368374057512,0.9486171813608109,0.868823921994697,0.985809793522495,0.9568694867176577,0.9455752140908603,0.9806069814838847,0.9991677078098689,0.9997274047922162,0.9871436482600008,0.9725533532387793,0.9685604796778333,0.9754477390386356,0.9818734598196026,0.968133442075068,0.9685604796778333,0.9965808065403425,0.9477007873579628,0.9989586157005081,0.998037167955658,0.9075523063904374,0.9442103836677002,0.9913701910373559,0.9531444034064062,0.9720520706550806,0.999461254436834,0.998634796993676,0.9953618604606495,0.9962659442158108,0.9632572271737302,0.9797744653559046,0.9097857699442954,0.9025083900909814,0.9984213133528174,0.9996411001445568,0.875489961695766,0.9980958564011178,0.9128222223521781,0.9306949064166404,0.9128222223521781,0.9696851426807198,0.9966779235665968,0.9971945941928362,0.9985995697605318,0.997720010334559,0.986222668824134,0.9883937420042871,0.9800628751467481,0.9939193424718091
equals,0.9245827903978308,0.97590425710787,0.9533640178351376,0.9845614340930284,0.9620335459215575,0.9988781130385926,0.9975856131155026,0.9823219210163024,0.9790333967660508,0.9826657835891307,0.9905671586920298,0.9988454124104116,0.9652423204179651,0.9652423204179651,0.9902444870655219,0.9989298405553919,0.9694068553286905,0.9911351951569439,0.9483691437199718,0.9950104395787038,0.9538719633264732,0.9483691437199718,0.999550098688493,0.9988713699419307,0.9187305524490985,0.9855945425510895,0.9855945425510895,0.97411973653689,0.997743495771539,0.992668814295931,0.992668814295931,0.992668814295931,0.992668814295931,0.9879111308092694,0.9892487185071887,0.9892487185071887,0.9879111308092694,0.9966026073036556,1.0,0.9995644373363702,0.9888553565358067,0.9952769568971164,0.962388582438194,0.9970474332709248,0.9702144139969865,0.9791181831255723,0.9967751837149263,0.9791291819160316,0.9253774752688952,0.9933775563307466,0.9978724242304156,0.9253774752688952,0.9653075778365647,0.8950768893180743,0.9705525729857742,0.9732819090978849,0.9620335459215575,0.989014304670344,0.9941249414033081,0.9976375267055093,0.9950695396286201,0.9854195484498014,0.980225572569299,0.9869561938714444,0.9917730705093379,0.981912001383684,0.980225572569299,0.9997456342289411,0.9664039615761232,0.9986886347908165,0.9901739309871711,0.929068379664241,0.9620125415010435,0.9984122444877568,0.9712606034334329,0.9525590199141404,0.9972653342760257,0.9941762077604098,0.9986190700037132,0.9983081827614517,0.9804907161444003,0.988482724387167,0.9321217435304767,0.9252246589856908,0.9987924570693114,0.9962817295465621,0.8974115346063852,0.9988134154222114,0.9343624240317098,0.9491051456865159,0.9343624240317098,0.9848566546786006,0.9988713699419307,0.9964003558485448,0.9991310697917714,0.9905034961057415,0.9950206523182973,0.9972235201046601,0.9924081655767827,0.9988968354193072
errorRate,0.9205079841109343,0.974187659801518,0.9511419653708532,0.9826817651494453,0.9588609246391802,0.9985979284774185,0.9976001068022137,0.9797070980495965,0.9776678496346163,0.9838150262269598,0.9916071188806683,0.9989201291381683,0.9623309098249226,0.9623309098249226,0.9889969699495369,0.9983140812058012,0.9712094060492801,0.9896459991101154,0.9448136543189116,0.9955062999097181,0.9515279579954369,0.9448136543189116,0.9996733996826971,0.9978847114284911,0.9145989625419888,0.9844006613033527,0.9844006613033527,0.9725527294941546,0.9967364998714279,0.9908475328248004,0.9908475328248004,0.9908475328248004,0.9908475328248004,0.9870852097591758,0.9884526952289171,0.9884526952289171,0.9870852097591758,0.9967779685562653,0.9995644373363702,1.0,0.9878950016740706,0.993925305735592,0.9597161267466304,0.9962978051753336,0.9718666139614979,0.9777386642741812,0.9966327785751125,0.9770043440270512,0.9212975389656218,0.9924483253762965,0.9970446243151116,0.9212975389656218,0.9625914989810088,0.8903322578921761,0.9723612497481047,0.9716358779397926,0.9588609246391802,0.9872113307931194,0.9947024536092006,0.9977528006383624,0.9944877888807511,0.9842110233818642,0.9779019572670213,0.985095102508117,0.990788081906883,0.9803348824381577,0.9779019572670213,0.9995499423986187,0.9645443651134484,0.9985538058518354,0.9908819081809187,0.9251184303244212,0.9590710789956778,0.9969692541479062,0.968563847089989,0.954702639377683,0.9974867446416464,0.9947035570883692,0.9982484218648158,0.9980473192251061,0.979471532759593,0.9865861975392144,0.9285470555703678,0.9212836813018687,0.9989990824624566,0.9966666375719463,0.8920770940800914,0.9984184330562406,0.9308332979945536,0.9456879738066122,0.9308332979945536,0.983915528737495,0.9978847114284911,0.9965715735082746,0.9988952785959188,0.9912260371743218,0.993974474714165,0.9970683954772191,0.9920616376338598,0.9981657466146536
euc_Dist,0.9672130088396417,0.9958298974842369,0.9871948170143343,0.9986844395694984,0.9891584252675588,0.989179985351732,0.9787145005626603,0.9968159647434669,0.9974153478811392,0.9477705312904051,0.9636211452671588,0.9832912697303553,0.9897005805517819,0.9897005805517819,0.9989060859250761,0.9941164551014758,0.9266923737457272,0.998693885083532,0.9815059944549197,0.969788310701918,0.987409425581822,0.9815059944549197,0.9848676135690049,0.9869568777694803,0.9634381314389612,0.9997186003900678,0.9997186003900678,0.9967069759915785,0.9946509815572959,0.9984863119772077,0.9984863119772077,0.9984863119772077,0.9984863119772077,0.9992731246149441,0.9991568072909648,0.9991568072909648,0.9992731246149441,0.977264303919014,0.9888553565358066,0.9878950016740706,1.0,0.997047102586812,0.9903556389364613,0.9962713632428024,0.9274069265053084,0.9974505976395628,0.9971928038559253,0.9968718007504617,0.9678510391346726,0.9987004973748209,0.987290853887216,0.9678510391346726,0.9914934216011575,0.9475635159248466,0.9284056845240515,0.9964133436806607,0.9891584252675588,0.9969816901514625,0.969424198270739,0.978525090348584,0.9985678853307283,0.999677727990638,0.9954107518865142,0.9987785544395562,0.9996688352083671,0.9988988607774795,0.9954107518865142,0.990566360663682,0.9933082259903077,0.9852741755138688,0.9626979569385088,0.9702846348167783,0.9896961687413598,0.9936844103304524,0.9939858797531439,0.9007537360479809,0.9768149947474151,0.9683419098225745,0.9927816380026289,0.9798575762705706,0.9970351950679719,0.9971271178165748,0.9733488541321691,0.968401155162268,0.9871246847814923,0.9747832356016977,0.9445197603653885,0.9876371487577685,0.9738930206811478,0.9823292890753644,0.9738930206811478,0.998571785546108,0.9869568777694803,0.9732946428013302,0.9859013862852368,0.9616277779307729,0.9983820309348471,0.9944552536911092,0.9974938598876371,0.9941229065854935
